Date;VALE3.SA;LREN3.SA;CMIG3.SA;OIBR4.SA;BBDC3.SA;ITSA4.SA;USIM5.SA;BRML3.SA;PETR3.SA;VIVT4.SA;ENBR3.SA;RADL3.SA
2018-12-12;50.369998931884766;;13.039999961853027;1.3600000143051147;27.75;11.90999984741211;9.359999656677246;13.180000305175781;26.389999389648438;46.95000076293945;13.680000305175781;64.05000305175781
2018-12-13;50.599998474121094;;13.100000381469727;1.3600000143051147;28.549999237060547;12.100000381469727;9.649999618530273;13.140000343322754;26.530000686645508;47.900001525878906;14.029999732971191;63.13999938964844
2018-12-14;50.880001068115234;;13.3100004196167;1.2999999523162842;28.200000762939453;12.180000305175781;9.380000114440918;13.109999656677246;26.329999923706055;48.5;13.979999542236328;62.619998931884766
2018-12-17;51.25;;12.930000305175781;1.2899999618530273;27.625;11.850000381469727;9.789999961853027;12.899999618530273;26.049999237060547;47.31999969482422;13.829999923706055;60.900001525878906
2018-12-18;51.439998626708984;;13.109999656677246;1.3200000524520874;28.075000762939453;11.899999618530273;9.600000381469727;12.760000228881836;25.170000076293945;48.5;14.09000015258789;58.959999084472656
2018-12-19;50.0099983215332;;13.380000114440918;1.309999942779541;27.625;11.890000343322754;9.699999809265137;12.819999694824219;24.760000228881836;46.56999969482422;14.0;59.5099983215332
2018-12-20;49.810001373291016;;14.399999618530273;1.309999942779541;27.91670036315918;11.880000114440918;9.25;12.75;24.15999984741211;46.5;14.170000076293945;57.7599983215332
2018-12-21;50.86000061035156;;14.479999542236328;1.2599999904632568;27.716699600219727;11.75;9.210000038146973;12.699999809265137;24.18000030517578;47.0;13.90999984741211;59.099998474121094
2018-12-26;50.439998626708984;;14.380000114440918;1.25;27.066699981689453;11.600000381469727;9.149999618530273;12.6899995803833;24.579999923706055;46.95000076293945;14.050000190734863;57.79999923706055
2018-12-27;49.5;;14.470000267028809;1.2599999904632568;27.75;11.800000190734863;9.0;12.880000114440918;24.440000534057617;45.58000183105469;14.279999732971191;57.15999984741211
